ncl,clumptype,maxpix x,maxpix y,maxpix v,Npix,Nvox,COmax,meansigv,errsigv,ellipse a,ellipse b,ellipse R,errR,area,perimeter,mass from summing mom0
370,2,1180,881,60,490,1122,10.00841904,8.800337133,0.4004160484,10.92207319,13.67840822,9.192478853,4.792180228,1092.562854,182.1734177,289285.25
371,2,1124,1307,63,2794,9558,9.484080315,18.97069237,0.8402018077,46.28428988,15.47598567,39.77999509,14.85156194,6229.837987,576.3847478,2685933.8
372,2,952,628,59,713,1193,6.624114037,5.124207545,0.1768581134,20.36936213,13.38518023,20.25276429,9.398609719,1589.790438,256.8346544,nan
373,2,1179,944,59,447,996,10.89035416,6.808475638,0.2589279909,10.95001415,12.98104618,8.082957361,5.976287574,996.684889,149.3224735,nan
374,2,1239,1213,58,189,462,8.544917107,8.864375815,0.4191267815,6.770747129,9.19753603,nan,2.378225218,421.4171007,131.4037767,219104.72
375,1,1342,1304,64,865,2600,11.88603783,19.14701228,0.8735475074,25.04270973,9.425239632,17.70387523,12.25830802,1928.707895,271.7669018,713442.9
376,2,1348,1341,68,1341,7987,14.03469849,25.05761071,0.9921617856,16.36134575,24.590928,27.43846794,8.013574978,2990.054667,313.5771944,3311283
377,2,1182,983,64,944,2905,9.888379097,13.67149706,0.5737087574,12.69735146,22.166065,20.81908744,5.695646076,2104.855784,241.9024071,1463894.8
378,2,1342,1304,64,362,622,11.88603783,8.889531164,0.4305493681,7.888288286,6.290097026,nan,1.294591847,807.1586797,164.2547209,181751.6
379,2,1296,1171,62,382,930,11.06951809,8.866304058,0.4168720859,10.04381801,11.69018994,nan,358.5738038,851.7530819,167.2411703,447533.1
380,2,1317,1208,64,423,1196,12.15893364,10.44165439,0.4671876782,7.895167664,14.60048883,nan,38.00065841,943.1716064,173.2140693,446259.03
381,2,1309,1033,65,3824,8781,8.378695488,21.37000437,1.059380483,48.24398594,25.77935283,54.55305091,13.46198453,8526.4497,764.5310644,nan
382,2,1317,1310,65,177,389,10.71888924,7.063152069,0.3170612317,8.458887669,7.250804852,nan,0.9561799054,394.6604594,95.56638305,125608.914
383,1,1234,1252,73,3323,12989,11.08122158,25.96900892,1.179498149,52.51472202,16.32779756,44.22023077,22.48392005,7409.359925,630.1408382,4347785.5
384,2,1327,1277,69,405,1064,8.85362339,15.82372952,0.7456598351,19.94473345,5.628666408,nan,46.51721678,903.0366444,176.2005188,nan
385,2,1274,1276,72,950,2045,9.693380356,15.8304888,0.7530979267,13.03398296,9.089652412,1.671605791,33.1475112,2118.234104,304.617846,659850.94
386,1,1284,1129,70,1840,6130,12.56386471,15.76748494,0.7425393809,22.078984,17.01544742,26.12341092,4.646305013,4102.685002,513.6693089,nan
387,2,1284,1129,70,1077,4221,12.56386471,15.64135852,0.7165595834,21.39795521,15.81097172,24.16010654,3.925177146,2401.408558,295.6584976,nan
388,2,1234,1252,73,1430,4752,11.08122158,20.72000895,0.93267879,27.16260698,13.89367106,26.20947508,8.285295094,3188.499757,424.0758248,1721168.5
389,2,1292,1069,70,546,944,11.23862553,8.801882371,0.4035471843,9.348619323,28.88839983,20.08369312,21.79659581,1217.42718,241.9024071,nan
